"geneSym","rankv"
"CDH23",6950
"NCF2",6951
"DBR1",6952
"C12orf11",6953
"GSPT2",6954
"SCAPER",6955
"CCS",6956
"LAIR1",6957
"ME3",6958
"ORMDL2",6959
"LMF2",6960
"RABL5",6961
"C19orf39",6962
"WDR5B",6963
"DHX40",6964
"EXD2",6965
"LILRB3",6966
"FBXO6",6967
"FOXP4",6968
"TMEM161A",6969
"UBR1",6970
"C8orf83",6971
"RAD50",6972
"PEX7",6973
"TSPYL4",6974
"KIAA0182",6975
"UBE2Q2",6976
"GBF1",6977
"ZNF266",6978
"AFMID",6979
"ECE1",6980
"RAVER1",6981
"MFNG",6982
"PGAP3",6983
"ZNRF3",6984
"C1orf56",6985
"HMOX2",6986
"PIK3CA",6987
"PTGER1",6988
"IKZF5",6989
"FAM164C",6990
"NBAS",6991
"ARMC6",6992
"C12orf4",6993
"HMGN4",6994
"PRKRIR",6995
"FOXQ1",6996
"TSC2",6997
"C14orf104",6998
"CD180",6999
"RPP40",7000
"TBPL1",7001
"CCNT2",7002
"PREPL",7003
"TMCO7",7004
"STX10",7005
"ZNF3",7006
"C17orf71",7007
"REV3L",7008
"BCL2",7009
"MRS2",7010
"RUSC1",7011
"SNAI2",7012
"CYTH1",7013
"FZD6",7014
"IGSF8",7015
"LAPTM4B",7016
"PKN2",7017
"SNX25",7018
"THOC5",7019
"PSD4",7020
"ERMP1",7021
"STIM2",7022
"PMF1",7023
"RPS24",7024
"ITGAD",7025
"ALDH3B1",7026
"FAM122A",7027
"SEPT9",7028
"TTC12",7029
"AASDH",7030
"B4GALT3",7031
"DCAF13",7032
"KCTD14",7033
"RAB30",7034
"KIAA0146",7035
"EIF2C4",7036
"ARL4A",7037
"PALM2",7038
"SPIRE1",7039
"SIRT1",7040
"GPX8",7041
"GTPBP8",7042
"FADS1",7043
"CYP7B1",7044
"EPSTI1",7045
"FKBP1B",7046
"WDSUB1",7047
"RECK",7048
"ZNF584",7049
"MTRF1L",7050
"EVI2A",7051
"NALCN",7052
"CCDC86",7053
"NF2",7054
"POLR2J",7055
"TOM1",7056
"FBLIM1",7057
"ZNF160",7058
"ATOH8",7059
"C21orf30",7060
"SMARCD1",7061
"EXOSC2",7062
"C6orf150",7063
"TICAM2",7064
"RNFT1",7065
"KTI12",7066
"TTC15",7067
"C12orf65",7068
"PI4KB",7069
"CD86",7070
"SLC39A6",7071
"DENND4A",7072
"ZNF445",7073
"PJA1",7074
"GBA2",7075
"FSTL3",7076
"PANX2",7077
"WDFY2",7078
"C9orf156",7079
"HMGB3",7080
"FGFR1OP",7081
"C17orf80",7082
"INHBC",7083
"MICB",7084
"RGMB",7085
"WFDC2",7086
"LSM4",7087
"PRIM2",7088
"TATDN3",7089
"ERI3",7090
"IGHG1",7091
"PHF10",7092
"OBFC2A",7093
"PHF20",7094
"EBI3",7095
"OVGP1",7096
"TJAP1",7097
"RABIF",7098
"PEA15",7099
"C11orf71",7100
"SELP",7101
"SMYD4",7102
"SFRP1",7103
"C12orf52",7104
"ZNF614",7105
"RCBTB1",7106
"TRAPPC6A",7107
"SMARCC2",7108
"CMTM7",7109
"APH1B",7110
"PLXDC2",7111
"SFRP5",7112
"FANCC",7113
"OGFR",7114
"CLUAP1",7115
"TEAD4",7116
"HSPBP1",7117
"DEF8",7118
"KIF13B",7119
"DPF3",7120
"C7orf26",7121
"TMLHE",7122
"ATP5S",7123
"KIAA0649",7124
"TM2D2",7125
"FBXO45",7126
"C18orf45",7127
"ADAMTSL3",7128
"NPAT",7129
"RABGGTA",7130
"WDR54",7131
"TBC1D13",7132
"NISCH",7133
"ARID5A",7134
"LRP5L",7135
"ATP1B2",7136
"LIMS1",7137
"NME3",7138
"ZDHHC2",7139
"CCDC149",7140
"HKR1",7141
"STRADA",7142
"RPA2",7143
"NDUFV3",7144
"ADRB1",7145
"ANXA6",7146
"TOMM34",7147
"SURF6",7148
"DDX28",7149
"ENOX2",7150
"HHAT",7151
"IL15RA",7152
"SUMO1",7153
"BAP1",7154
"ATP10D",7155
"OGFRL1",7156
"SLC39A10",7157
"ZNF322A",7158
"KIAA2018",7159
"PNKP",7160
"ATP6V0E2",7161
"SMO",7162
"ABI3BP",7163
"MTG1",7164
"KIAA0652",7165
"MRPS12",7166
"KIN",7167
"CCDC109B",7168
"CSNK1G1",7169
"ZNF323",7170
"DGKA",7171
"WWP1",7172
"GTDC1",7173
"LYNX1",7174
"RRP1",7175
"ST6GALNAC2",7176
"RGP1",7177
"CPSF1",7178
"CD320",7179
"C14orf142",7180
"HLA-DPB1",7181
"DIP2B",7182
"TLR1",7183
"FIBIN",7184
"BIN1",7185
"IRAK4",7186
"LRCH3",7187
"AARS2",7188
"ZNF564",7189
"DDX51",7190
"NUDT7",7191
"ZNF268",7192
"OGDH",7193
"NAPEPLD",7194
"UNC93B1",7195
"CASK",7196
"MAVS",7197
"CCDC69",7198
"C16orf58",7199
"USP28",7200
"CAMK2D",7201
"NUP153",7202
"VPS24",7203
"TNFAIP8L2",7204
"ATPIF1",7205
"TMF1",7206
"SNTB2",7207
"NUP88",7208
"WARS2",7209
"TNKS2",7210
"HS2ST1",7211
"CARS",7212
"SOAT1",7213
"TRRAP",7214
"TBCD",7215
"PEX16",7216
"VWA5A",7217
"NOP14",7218
"ATG4B",7219
"FAM195A",7220
"GFOD1",7221
"TMC4",7222
"ZNF253",7223
"OR2A4",7224
"LAMA4",7225
"BRPF3",7226
"ADAM19",7227
"TTC32",7228
"SPOCK2",7229
"FBXO2",7230
"PIK3R2",7231
"SMARCA5",7232
"PDCD7",7233
"CDC73",7234
"LRRC61",7235
"ZNF688",7236
"LCK",7237
"CPEB4",7238
"GABPB1",7239
"LUC7L",7240
"OBSL1",7241
"MNAT1",7242
"DLG4",7243
"SNAP47",7244
"ACY3",7245
"APTX",7246
"TPPP3",7247
"SFRS1",7248
"DHX33",7249
"C9orf6",7250
"LRRC16A",7251
"NOM1",7252
"DRG2",7253
"TMEM87B",7254
"DNMT1",7255
"SULT1B1",7256
"DHX30",7257
"DDX10",7258
"C1GALT1",7259
"RBAK",7260
"FBXO30",7261
"DMAP1",7262
"PRKCDBP",7263
"C13orf27",7264
"HCG18",7265
"AHSA2",7266
"ABCA9",7267
"MECP2",7268
"TCFL5",7269
"ZNF629",7270
"BECN1",7271
"EID2",7272
"ZSCAN16",7273
"ALCAM",7274
"TBL1XR1",7275
"TM7SF3",7276
"FUK",7277
"LILRA2",7278
"NUDT12",7279
"ATG7",7280
"C9orf21",7281
"C8orf33",7282
"ALKBH6",7283
"ZNF181",7284
"CRYAA",7285
"TMEM183A",7286
"SYT9",7287
"TEF",7288
"TMEM51",7289
"FAM178A",7290
"TMEM63A",7291
"ACAP2",7292
"RAD1",7293
"SCRN1",7294
"IFT122",7295
"UCKL1",7296
"GAA",7297
"ZNRD1",7298
"DCAF17",7299
"JOSD2",7300
"TAF3",7301
"PLEKHG3",7302
"FASTKD3",7303
"MAN1B1",7304
"EXOC2",7305
"SEPT8",7306
"BRCC3",7307
"USP2",7308
"CEP68",7309
"CCDC106",7310
"MLLT6",7311
"OSGIN2",7312
"TMCO4",7313
"LENG8",7314
"SMCHD1",7315
"CHRNA4",7316
"NDUFB6",7317
"CILP",7318
"RAP1GAP",7319
"DLG3",7320
"FAS",7321
"THAP7",7322
"C9orf85",7323
"GRASP",7324
"SLC25A43",7325
"PTDSS2",7326
"PWWP2A",7327
"SEC23IP",7328
"CENPBD1",7329
"KIF12",7330
"FAM117B",7331
"ZW10",7332
"ENAH",7333
"ARHGEF9",7334
"FNDC1",7335
"PDSS1",7336
"GABBR1",7337
"PRMT2",7338
"DAB1",7339
"C10orf140",7340
"CCT4",7341
"DNTTIP1",7342
"GAS2L1",7343
"NOL3",7344
"ARHGAP26",7345
"C8orf76",7346
"KBTBD3",7347
"FBXO22",7348
"C7orf20",7349
"CCDC146",7350
"TIMM8A",7351
"PLCG1",7352
"ZNF167",7353
"TRAF5",7354
"DEPDC5",7355
"WAS",7356
"TTC33",7357
"ACPL2",7358
"EEF1E1",7359
"POLR1C",7360
"C5orf23",7361
"FBXO46",7362
"NTF3",7363
"CLIC2",7364
"AIF1L",7365
"PRODH",7366
"ASCC1",7367
"TWF2",7368
"TMEM82",7369
"CHRAC1",7370
"SIRT7",7371
"PTPRE",7372
"FMO2",7373
"TGIF2",7374
"WNT11",7375
"FGD4",7376
"HNF4G",7377
"SLC29A3",7378
"REV1",7379
"FPGS",7380
"CD274",7381
"TUBGCP3",7382
"TRIM52",7383
"ZNF768",7384
"GPX7",7385
"RFC3",7386
"C21orf91",7387
"BCAR3",7388
"AURKA",7389
"CCDC120",7390
"IFI44L",7391
"PTAFR",7392
"TRMT5",7393
"RAB3D",7394
"NRXN2",7395
"MAP3K15",7396
"STK40",7397
"DOCK11",7398
"ADCY4",7399
"FRAT2",7400
"ALDH7A1",7401
"DBN1",7402
"TMCO3",7403
"AP1S1",7404
"ZFYVE26",7405
"MED20",7406
"PITPNC1",7407
"CENPB",7408
"ANKRD27",7409
"RNF25",7410
"NHEDC2",7411
"CWC25",7412
"CCDC55",7413
"CDK6",7414
"CEP76",7415
"POLG2",7416
"ITGAM",7417
"MNDA",7418
"CD82",7419
"NUS1",7420
"TAOK3",7421
"S100PBP",7422
"CXADR",7423
"CA14",7424
"WDR37",7425
"GFOD2",7426
"NUDT16P",7427
"PRMT3",7428
"YDJC",7429
"NOTCH3",7430
"DPYSL3",7431
"LILRB1",7432
"TUBGCP5",7433
"TANC1",7434
"SLC22A25",7435
"SNORD14D",7436
"ULK3",7437
"EGR2",7438
"NUDT14",7439
"TARBP2",7440
"TCHP",7441
"PAPD4",7442
"NSUN3",7443
"TTC37",7444
"C11orf73",7445
"SYK",7446
"TEAD2",7447
"EAF2",7448
"THRA",7449
"BBS4",7450
"LAMC3",7451
"RUNX2",7452
"GALK1",7453
"ZNF335",7454
"C16orf55",7455
"POLR2I",7456
"MAP7D1",7457
"ABCB6",7458
"POLR3F",7459
"FAM179B",7460
"SAAL1",7461
"TRPV2",7462
"RNF2",7463
"TTL",7464
"PCDH12",7465
"DCAF4",7466
"STX17",7467
"SMARCA4",7468
"KBTBD6",7469
"HKDC1",7470
"POLR3A",7471
"GIGYF1",7472
"CAMK2G",7473
"RMI1",7474
"LOXL2",7475
"SLC1A5",7476
"LYST",7477
"DNAJA4",7478
"METTL6",7479
"TRIM56",7480
"CLDN5",7481
"ASCC2",7482
"SLC37A3",7483
"ZNF23",7484
"LAT2",7485
"FAM167B",7486
"NCAM1",7487
"ELAC1",7488
"UBE2Z",7489
"ZNF197",7490
"SORT1",7491
"CYB5R4",7492
"PHLPP2",7493
"TMED3",7494
"TUSC3",7495
"FJX1",7496
"DUSP7",7497
"TMEM184A",7498
"MRC2",7499
"SETX",7500
"C16orf68",7501
"COL5A2",7502
"ZC3H18",7503
"CYP1A1",7504
"ACTR6",7505
"RNF19B",7506
"ZNF780A",7507
"MACROD1",7508
"PAQR3",7509
"ATP13A1",7510
"C10orf78",7511
"MEF2D",7512
"CAPN12",7513
"EARS2",7514
"PAXIP1",7515
"PIGG",7516
"SOBP",7517
"ANK2",7518
"CDC42EP1",7519
"GORAB",7520
"PLAA",7521
"HCFC2",7522
"GNB2",7523
"RPAP3",7524
"NUP43",7525
"LSP1",7526
"SEPT1",7527
"NTHL1",7528
"ASNA1",7529
"ABTB2",7530
"RCHY1",7531
"CXCL1",7532
"ZBTB10",7533
"RPGR",7534
"RPUSD3",7535
"CNTROB",7536
"MLH3",7537
"SLC26A11",7538
"RHOT2",7539
"PHF6",7540
"C5orf35",7541
"STIP1",7542
"C3orf14",7543
"UCK1",7544
"MAP3K5",7545
"S100A6",7546
"CCDC125",7547
"KLF13",7548
"HIST2H2AC",7549
"FN3KRP",7550
"GRSF1",7551
"ADORA3",7552
"TP53RK",7553
"C9orf89",7554
"TNFSF13B",7555
"SHE",7556
"E4F1",7557
"ATAD2",7558
"DOCK2",7559
"BRD1",7560
"TFF2",7561
"BTNL9",7562
"FLT4",7563
"RNF165",7564
"ZNF605",7565
"LAT",7566
"FUS",7567
"DHX35",7568
"TET2",7569
"WRN",7570
"DTYMK",7571
"IP6K3",7572
"NCAPG2",7573
"TOR1AIP2",7574
"SCFD2",7575
"TSHZ3",7576
"NEXN",7577
"PSMG3",7578
"INTS5",7579
"NIPA2",7580
"DENND1A",7581
"E2F4",7582
"QTRTD1",7583
"LSG1",7584
"TIMM50",7585
"FAM149A",7586
"DDX52",7587
"ERC1",7588
"THUMPD2",7589
"SETDB1",7590
"GAS6",7591
"C15orf39",7592
"CGRRF1",7593
"SMARCD3",7594
"MBD5",7595
"C7orf25",7596
"FEZ1",7597
"SH3BP5L",7598
"CRNKL1",7599
"S100A12",7600
"CLEC16A",7601
"DAPK3",7602
"PLEKHA4",7603
"GLYR1",7604
"LONRF3",7605
"ABHD4",7606
"SAP130",7607
"DSEL",7608
"ALKBH2",7609
"ANAPC10",7610
"C2orf43",7611
"C14orf106",7612
"A2LD1",7613
"MLST8",7614
"MSH5",7615
"C4orf41",7616
"KLHL20",7617
"SFRS2B",7618
"SLC44A3",7619
"CCBL1",7620
"MYBBP1A",7621
"CCDC51",7622
"TP53TG1",7623
"IGF2R",7624
"CA13",7625
"RNF135",7626
"ADCK1",7627
"HSF2",7628
"GYS1",7629
"TBC1D22B",7630
"BIN2",7631
"MTHFD2",7632
"KIAA1274",7633
"VPS72",7634
"DCLRE1A",7635
"C13orf31",7636
"MFSD5",7637
"CR1",7638
"ZNF518B",7639
"SNORA67",7640
"GPN3",7641
"CCDC113",7642
"C9orf142",7643
"ST7L",7644
"PRDM10",7645
"MON1B",7646
"C12orf73",7647
"SSH2",7648
"EMCN",7649
"SUFU",7650
"PUS1",7651
"TPCN1",7652
"PPID",7653
"ETAA1",7654
"ABCF2",7655
"DMRTA1",7656
"TMEM104",7657
"FRK",7658
"PPARG",7659
"CCDC68",7660
"EZH1",7661
"CSF2RB",7662
"SPAST",7663
"ZCCHC4",7664
"ATR",7665
"GLT8D2",7666
"TBL3",7667
"MOSPD3",7668
"MYO5B",7669
"TRIM39",7670
"FITM2",7671
"MAMDC2",7672
"C16orf91",7673
"PHYHD1",7674
"RFNG",7675
"ZCCHC2",7676
"NEK9",7677
"FOLH1B",7678
"MPPED1",7679
"EPHA2",7680
"DAGLB",7681
"C19orf12",7682
"EIF2S2",7683
"NUDT16",7684
"ACE2",7685
"SPRYD3",7686
"POLRMT",7687
"PARD3",7688
"RCN3",7689
"HMCN1",7690
"ST6GALNAC6",7691
"ANKRD12",7692
"DTWD1",7693
"APLN",7694
"GZMH",7695
"C14orf102",7696
"UNQ1887",7697
"LPAR5",7698
"COPS7B",7699
"INO80",7700
"HLCS",7701
"ROGDI",7702
"ST14",7703
"ZADH2",7704
"GOLGA2",7705
"BRI3BP",7706
"MSH3",7707
"SLC38A6",7708
"PIGO",7709
"C17orf90",7710
"ISLR",7711
"PROK2",7712
"SLC25A19",7713
"BEND3",7714
"QSER1",7715
"ACD",7716
"FCF1",7717
"C11orf68",7718
"SENP1",7719
"U2AF1L4",7720
"MAP3K4",7721
"FIGNL1",7722
"MPI",7723
"FASN",7724
"VNN2",7725
"ITPKB",7726
"NOTCH4",7727
"ZNF264",7728
"THBS3",7729
"JAK3",7730
"PHLDB1",7731
"FAM38B",7732
"BCL2L12",7733
"RNASEH2B",7734
"IPO13",7735
"KLRK1",7736
"HLX",7737
"SF3A3",7738
"DOK3",7739
"TMEM187",7740
"UBLCP1",7741
"DFNA5",7742
"ZNF532",7743
"ZNF317",7744
"SMC2",7745
"BNIP1",7746
"ARMC8",7747
"EML1",7748
"FCAMR",7749
"PCYOX1L",7750
"NDUFB4",7751
"IPCEF1",7752
"TIGD6",7753
"TRIM10",7754
"THG1L",7755
"GAL3ST4",7756
"C1orf97",7757
"MX2",7758
"FAM126A",7759
"CTTNBP2",7760
"NAGPA",7761
"TMEM216",7762
"ZNF749",7763
"SFT2D2",7764
"PRPF19",7765
"EXTL2",7766
"BRD3",7767
"CHRNB1",7768
"SNRPA",7769
"FANCE",7770
"PWP2",7771
"FAM175B",7772
"P2RX4",7773
"INPP5D",7774
"GPR176",7775
"SCNN1A",7776
"ZNF691",7777
"RBMXL1",7778
"ACVRL1",7779
"ABL1",7780
"MARK4",7781
"TUBG1",7782
"C2orf67",7783
"RCSD1",7784
"MYST1",7785
"FAM89B",7786
"ISYNA1",7787
"SUSD1",7788
"PPP1R14A",7789
"EEA1",7790
"LARP6",7791
"MAGOHB",7792
"NQO1",7793
"LEF1",7794
"MEGF8",7795
"RBM4",7796
"RNF43",7797
"AGPAT1",7798
"WDR53",7799
"PRG2",7800
"SLC25A34",7801
"LHX2",7802
"RGS18",7803
"RAB25",7804
"ZNF185",7805
"RILPL1",7806
"TRNP1",7807
"TUT1",7808
"PTK2B",7809
"TICAM1",7810
"NFKBIL1",7811
"C15orf61",7812
"MGAT4A",7813
"MON1A",7814
"RAMP2",7815
"C1QTNF1",7816
"SLC4A7",7817
"ZNF615",7818
"MAML2",7819
"UPP1",7820
"TTC28",7821
"BCL2L1",7822
"C16orf88",7823
"GFER",7824
"PES1",7825
"ZNF211",7826
"ACSS1",7827
"TBC1D25",7828
"MFSD8",7829
"BRAF",7830
"RASA3",7831
"SESTD1",7832
"AGPAT6",7833
"PGBD5",7834
"RAB24",7835
"ZNF193",7836
"RORC",7837
"HERC3",7838
"HMBOX1",7839
"CSTF2",7840
"HGF",7841
"KRTAP10-3",7842
"GHDC",7843
"LSM7",7844
"CTSK",7845
"CEP192",7846
"TRIOBP",7847
"APBB3",7848
"LIG3",7849
"NOTCH1",7850
"RLIM",7851
"FAR1",7852
"ENHO",7853
"TIRAP",7854
"ZBED4",7855
"TSEN2",7856
"CASC5",7857
"CHST13",7858
"GNA12",7859
"SRPX2",7860
"C9orf3",7861
"FBRSL1",7862
"VPS39",7863
"KCTD5",7864
"SHF",7865
"MMP2",7866
"FPR2",7867
"OBFC2B",7868
"SMCR7L",7869
"KCNK17",7870
"RARB",7871
"SLC25A36",7872
"HNF1A",7873
"TACC2",7874
"PLCXD1",7875
"GTF3C3",7876
"ACSF3",7877
"DUS4L",7878
"PIGS",7879
"SHANK2",7880
"ANKRD36B",7881
"NR2F1",7882
"MMAA",7883
"DARS2",7884
"ARHGAP21",7885
"PTGES2",7886
"CYP4X1",7887
"TRABD",7888
"KIR3DX1",7889
"FITM1",7890
"TFPT",7891
"MYNN",7892
"TCF7L1",7893
"IPO4",7894
"CLIP3",7895
"INTS2",7896
"NSUN4",7897
"RMND5B",7898
"ICA1",7899
"RASIP1",7900
"KCTD18",7901
"MED6",7902
"SYNJ2BP",7903
"CKB",7904
"PTTG1",7905
"RNGTT",7906
"TSLP",7907
"QSOX2",7908
"C10orf2",7909
"DYNC2LI1",7910
"SEC31B",7911
"ZNF823",7912
"FERMT3",7913
"SENP7",7914
"PRKD2",7915
"TMSL2",7916
"HDAC3",7917
"CHKA",7918
"PLEKHA7",7919
"PLK1S1",7920
"ANKRD43",7921
"AP4B1",7922
"C1orf96",7923
"PADI2",7924
"PXN",7925
"GADD45GIP1",7926
"FAM169A",7927
"CSF1",7928
"KDM5D",7929
"C12orf49",7930
"SLC6A13",7931
"HELQ",7932
"FOXO4",7933
"TFB1M",7934
"BIVM",7935
"FASTK",7936
"ACTR5",7937
"C6orf64",7938
"CLCN6",7939
"OLFM2",7940
"TMEM92",7941
"CSGALNACT1",7942
"EXOC5",7943
"TCTE3",7944
"PDZRN3",7945
"RASGEF1B",7946
"IFIT3",7947
"TBXAS1",7948
"GPATCH1",7949
"DHX37",7950
"LDLRAP1",7951
"FUT4",7952
"TMTC1",7953
"U2AF2",7954
"CCDC77",7955
"ING2",7956
"PLEKHM1",7957
"BAZ2A",7958
"POLE3",7959
"ST6GAL2",7960
"LONRF2",7961
"CCDC94",7962
"CENPT",7963
"CCDC84",7964
"CFTR",7965
"PLAT",7966
"MOSPD1",7967
"ARHGAP19",7968
"SLC22A17",7969
"AMOT",7970
"TMEM26",7971
"C11orf60",7972
"PTPRH",7973
"SIKE1",7974
"TMEM20",7975
"SAPS1",7976
"UPF3B",7977
"CDC34",7978
"ZNF45",7979
"FAM46C",7980
"CYP2U1",7981
"RFXANK",7982
"MECR",7983
"MORN4",7984
"RIOK1",7985
"MYBL1",7986
"MVK",7987
"MRE11A",7988
"EXOC6B",7989
"CLN6",7990
"ZNF271",7991
"ZBTB34",7992
"SH3RF2",7993
"F2RL3",7994
"CHPF2",7995
"C1orf163",7996
"IKBIP",7997
"NDUFA13",7998
"COPS8",7999
"TMEM184B",8000
"ANGEL2",8001
"ZNF26",8002
"FCER1A",8003
"TMEM22",8004
"CYBA",8005
"RFX1",8006
"PDE1A",8007
"PIGU",8008
"RBM28",8009
"KLHDC1",8010
"PPM1H",8011
"DENND3",8012
"CHST9",8013
"ADA",8014
"DHRS11",8015
"MAP2K2",8016
"C1orf228",8017
"MUTYH",8018
"RTTN",8019
"HTR2B",8020
"SSNA1",8021
"PRMT5",8022
"MBOAT2",8023
"TRIP10",8024
"SPATA18",8025
"BET1",8026
"PACRG",8027
"FAM104B",8028
"TRIM32",8029
"HRAS",8030
"SPI1",8031
"WDR25",8032
"ZNF263",8033
"DTX4",8034
"ADAP2",8035
"HMGA1",8036
"ZNF84",8037
"SIPA1",8038
"RAB35",8039
"ZNF561",8040
"C22orf9",8041
"FAM20B",8042
"ALPK1",8043
"NUBP2",8044
"PYCARD",8045
"PDK3",8046
"IDO1",8047
"CWC27",8048
"ARL6IP4",8049
"C9orf30",8050
"ANXA3",8051
"ARHGEF17",8052
"ARMC5",8053
"HEPH",8054
"RBBP5",8055
"ANKZF1",8056
"OSBPL6",8057
"CHPF",8058
"H2AFY2",8059
"CYCS",8060
"GTPBP6",8061
"RPL32P3",8062
"COMMD8",8063
"BMP4",8064
"JMY",8065
"CYTH4",8066
"BAIAP2",8067
"FAM63A",8068
"APEX2",8069
"ZBTB1",8070
"MOBKL2C",8071
"NAP1L5",8072
"AP3S2",8073
"GEMIN8",8074
"ASTE1",8075
"BPGM",8076
"RSU1",8077
"BTN2A2",8078
"C19orf48",8079
"CXorf23",8080
"LRRC70",8081
"TARS2",8082
"ITK",8083
"PLLP",8084
"CDC42SE1",8085
"tcag7.907",8086
"ITPKC",8087
"ATN1",8088
"RPL37",8089
"C6orf136",8090
"C2orf88",8091
"CLEC4E",8092
"HYAL2",8093
"NKAP",8094
"GTF3C1",8095
"GABRB3",8096
"ZNF627",8097
"DFFB",8098
"AGTPBP1",8099
"C2CD3",8100
"GRTP1",8101
"CDC42BPB",8102
"EDC4",8103
"ADCY1",8104
"CLCF1",8105
"RGL3",8106
"SCN7A",8107
"IL2RB",8108
"VPS33A",8109
"STK10",8110
"FBLN2",8111
"MTPN",8112
"PUSL1",8113
"HDAC5",8114
"ISY1",8115
"IL1B",8116
"GBP4",8117
"FBRS",8118
"TRPC1",8119
"HINFP",8120
"CCDC34",8121
"INO80E",8122
"TRANK1",8123
"ENTPD8",8124
"RARA",8125
"POU2F1",8126
"NT5C",8127
"DNAJC27",8128
"PKIG",8129
"ZNF766",8130
"SPATA1",8131
"CCDC111",8132
"TAOK2",8133
"GABRE",8134
"PRMT10",8135
"B3GAT1",8136
"IRF2BP1",8137
"DYRK2",8138
"YRDC",8139
"PPM1D",8140
"MAP3K11",8141
"HSF1",8142
"PEX14",8143
"FAM98C",8144
"METTL14",8145
"DDX20",8146
"CCM2",8147
"TMEM55A",8148
"TMEM177",8149
"C11orf17",8150
"C12orf34",8151
"NEK3",8152
"ZBTB9",8153
"TRPS1",8154
"C16orf42",8155
"TBC1D17",8156
"UTP15",8157
"ZNF383",8158
"DIRAS3",8159
"TOR2A",8160
"SOD3",8161
"DDO",8162
"CD3EAP",8163
"ASPSCR1",8164
"KLHL36",8165
"ZNF789",8166
"WNT5A",8167
"PLEKHB2",8168
"ZNF343",8169
"EFTUD1",8170
"ELMOD3",8171
"MPP7",8172
"FBXL7",8173
"EGR3",8174
"COG8",8175
"MAP2K5",8176
"FAM165B",8177
"C3orf25",8178
"DGKD",8179
"RPS6KA4",8180
"P4HTM",8181
"WDR89",8182
"RGPD1",8183
"NCAPH2",8184
"TTPA",8185
"HIVEP3",8186
"DPEP2",8187
"CES7",8188
"GINS2",8189
"FES",8190
"ANKRD50",8191
"TNFAIP8",8192
"SLC2A13",8193
"HMGXB3",8194
"ACAD8",8195
"RHBDF1",8196
"B3GALT6",8197
"TIGD5",8198
"CDR2L",8199
"WIZ",8200
"MXRA8",8201
"CAMK1",8202
"TINAGL1",8203
"ARAP1",8204
"C3orf21",8205
"CORO1B",8206
"PML",8207
"LIG1",8208
"SLC16A10",8209
"TLCD2",8210
"AFF3",8211
"ZNF480",8212
"APC",8213
"GPRASP1",8214
"CLCN4",8215
"MAMDC4",8216
"C19orf52",8217
"C12orf5",8218
"CAD",8219
"C1orf85",8220
"REXO4",8221
"CHFR",8222
"TFEC",8223
"TMEM178",8224
"SLC26A2",8225
"CYP2C19",8226
"TMSL6",8227
"DNAJB4",8228
"C10orf137",8229
"CRTC2",8230
"SYTL3",8231
"SATB2",8232
"RASL11B",8233
"FZR1",8234
"ARHGEF11",8235
"WDYHV1",8236
"GPR34",8237
"HEYL",8238
"USH2A",8239
"RXRB",8240
"C1orf210",8241
"EMR1",8242
"CDKN2AIPNL",8243
"GTPBP1",8244
"TRMU",8245
"CD37",8246
"BRF2",8247
"CYGB",8248
"C6orf182",8249
"DPCD",8250
"TLR3",8251
"KCTD1",8252
"TASP1",8253
"ZFPM2",8254
"TRIT1",8255
"TRMT2A",8256
"ACTR8",8257
"ZNF880",8258
"DIS3L",8259
"C4orf46",8260
"C17orf85",8261
"PLSCR3",8262
"TTC9",8263
"METT10D",8264
"MUC1",8265
"SLC12A6",8266
"CCR1",8267
"KLRG1",8268
"ZBTB39",8269
"FGFRL1",8270
"NLE1",8271
"RPAP1",8272
"USP50",8273
"STAT5A",8274
"NEBL",8275
"TMEM149",8276
"PPP1R15A",8277
"CCDC93",8278
"TMEM9",8279
"ZNF600",8280
"ACP5",8281
"ISM1",8282
"BRPF1",8283
"ZBTB48",8284
"CD7",8285
"NOS3",8286
"GDAP1",8287
"ENO2",8288
"PTPN21",8289
"SPTLC2",8290
"C4orf33",8291
"WWC2",8292
"MR1",8293
"BAT2",8294
"HVCN1",8295
"LRRC32",8296
"MIR105-1",8297
"RP11-35N6.1",8298
"C19orf29",8299
"DCUN1D2",8300
"FBXO27",8301
"ZNF318",8302
"MPP6",8303
"PRR21",8304
"TARSL2",8305
"INADL",8306
"ZNF195",8307
"TSHZ1",8308
"TMEM14B",8309
"PARVB",8310
"DCAF7",8311
"AMIGO2",8312
"ADAMTS5",8313
"RAGE",8314
"PGGT1B",8315
"RERG",8316
"TMEM117",8317
"NUP107",8318
"LACE1",8319
"XRCC6BP1",8320
"MIPEP",8321
"MICALL2",8322
"TMEM150A",8323
"KIAA0586",8324
"MPZ",8325
"C17orf44",8326
"HOXB3",8327
"RASAL3",8328
"MTERF",8329
"PVRIG",8330
"ITGB7",8331
"RCE1",8332
"ATP8B2",8333
"HIST1H2BG",8334
"PIGQ",8335
"RNF207",8336
"MAPK8IP3",8337
"ABCC6",8338
"DHX34",8339
"ATP5I",8340
"TWIST1",8341
"LRRK2",8342
"PDE6B",8343
"MTA3",8344
"MED24",8345
"C10orf28",8346
"PPCDC",8347
"ASB1",8348
"TEX10",8349
"IMPDH1",8350
"MFSD7",8351
"NFKB2",8352
"THOC4",8353
"TRAF1",8354
"IL16",8355
"FAM102B",8356
"C9orf7",8357
"DNAJC17",8358
"C14orf181",8359
"ENPP3",8360
"KIF3A",8361
"HERC1",8362
"QPCT",8363
